日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20191209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3909.53,3911.97,3885.25,3895.45,-6.94,-0.18,9535.38,1308.73,300
20191210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3886.44,3900.96,3882.09,3900.38,4.94,0.13,8626.29,1211.18,300
20191211,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3907.16,3909.39,3890.34,3902.75,2.36,0.06,9976.55,1276.90,300
20191212,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3908.45,3908.45,3886.12,3891.02,-11.73,-0.30,8470.83,1178.74,300
20191213,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3928.00,3969.46,3925.28,3968.22,77.20,1.98,14857.13,2010.19,300
20191216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3970.71,3987.59,3953.51,3987.55,19.33,0.49,14848.67,2021.55,300
20191217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3987.74,4067.14,3984.52,4041.80,54.25,1.36,20116.29,2516.38,300
20191218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4039.72,4057.64,4025.34,4032.78,-9.02,-0.22,15135.18,1976.20,300
20191219,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4034.62,4038.54,4014.90,4027.15,-5.63,-0.14,11790.06,1525.54,300
20191220,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4032.15,4046.73,4014.93,4017.25,-9.90,-0.25,12126.77,1584.60,300
20191223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4014.69,4032.17,3964.38,3967.10,-50.16,-1.25,12281.62,1620.48,300
20191224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3971.56,3994.51,3963.67,3992.96,25.86,0.65,9598.90,1224.99,300
20191225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3988.66,4000.56,3976.36,3990.87,-2.09,-0.05,9493.89,1318.96,300
20191226,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3993.67,4025.99,3993.54,4025.99,35.12,0.88,10886.06,1408.15,300
20191227,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4029.25,4066.80,4019.72,4022.03,-3.96,-0.10,15092.64,1950.90,300
20191230,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4015.52,4083.69,4001.50,4081.63,59.61,1.48,15597.15,2168.15,300
20191231,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4077.75,4098.14,4069.01,4096.58,14.95,0.37,12326.43,1731.19,300
20200102,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4121.35,4172.66,4121.35,4152.24,55.66,1.36,18211.68,2701.06,300
20200103,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4161.22,4164.30,4131.86,4144.96,-7.28,-0.18,14282.62,2152.16,300
20200106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4120.52,4170.64,4102.38,4129.30,-15.67,-0.38,17531.00,2501.82,300
20200107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4137.40,4161.25,4135.10,4160.23,30.93,0.75,13948.90,1963.89,300
20200108,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4139.63,4149.81,4101.98,4112.32,-47.91,-1.15,16758.59,2124.06,300
20200109,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4145.53,4165.66,4143.59,4164.37,52.05,1.27,13688.63,2001.50,300
20200110,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4177.58,4180.98,4148.48,4163.18,-1.18,-0.03,11303.17,1778.27,300
20200113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4166.93,4203.99,4148.60,4203.99,40.80,0.98,11969.20,1997.95,300
20200114,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4215.16,4223.51,4188.08,4189.89,-14.10,-0.34,12932.08,1962.21,300
20200115,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4186.88,4193.87,4150.88,4166.73,-23.15,-0.55,10463.31,1630.82,300
20200116,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4174.82,4175.29,4142.18,4149.04,-17.69,-0.42,10026.76,1562.43,300
20200117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4162.19,4177.03,4141.64,4154.85,5.81,0.14,9872.57,1665.92,300
20200120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4170.74,4185.96,4149.49,4185.83,30.98,0.75,12240.91,2026.92,300
20200121,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4165.02,4165.02,4113.33,4114.31,-71.52,-1.71,13052.75,2045.87,300
20200122,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4093.80,4141.18,4046.49,4131.93,17.62,0.43,12675.88,2081.36,300
20200123,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4093.32,4103.52,3972.39,4003.90,-128.03,-3.10,16035.76,2504.09,300
20200203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3639.91,3732.16,3639.91,3688.36,-315.54,-7.88,15755.96,2433.03,300
20200204,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3652.00,3786.86,3652.00,3785.64,97.28,2.64,21393.33,2981.66,300
20200205,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3801.10,3866.01,3781.61,3828.53,42.89,1.13,17492.55,2640.43,300
20200206,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3841.75,3914.92,3806.96,3899.78,71.25,1.86,17646.22,2628.20,300
20200207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3879.55,3899.88,3849.71,3899.87,0.09,0.00,15173.18,2375.09,300
20200210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3872.37,3920.17,3861.01,3916.01,16.14,0.41,14840.70,2296.25,300
20200211,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3926.42,3970.52,3915.71,3952.46,36.46,0.93,14344.17,2193.07,300
20200212,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3945.67,3984.43,3940.67,3984.43,31.97,0.81,12671.03,2007.77,300
20200213,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3985.88,3999.55,3950.14,3959.92,-24.51,-0.62,14500.18,2286.06,300
20200214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3954.23,4001.56,3954.02,3987.73,27.82,0.70,14323.98,2228.95,300
20200217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3999.65,4077.45,3999.65,4077.42,89.69,2.25,18277.90,2730.68,300
20200218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4069.83,4076.39,4027.79,4057.51,-19.91,-0.49,16323.62,2425.53,300
20200219,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4049.59,4085.17,4042.85,4051.31,-6.20,-0.15,16904.64,2575.55,300
20200220,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4062.90,4148.53,4055.81,4144.66,93.35,2.30,21223.26,3108.36,300
20200221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4134.87,4184.44,4130.17,4149.49,4.83,0.12,21721.36,3265.64,300
20200224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4131.84,4149.01,4097.18,4132.84,-16.65,-0.40,21286.93,3263.88,300
20200225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4066.30,4126.71,4020.91,4123.85,-8.98,-0.22,24416.78,3722.14,300
20200226,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4070.10,4132.78,4061.13,4073.02,-50.84,-1.23,26109.41,3660.22,300
20200227,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4084.08,4110.53,4067.44,4084.88,11.86,0.29,18129.10,2820.50,300
20200228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3988.73,4031.15,3928.07,3940.05,-144.83,-3.55,23027.51,3303.59,300
20200302,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3968.84,4092.54,3968.84,4069.67,129.62,3.29,21931.36,3174.26,300
20200303,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4125.14,4147.65,4067.91,4091.36,21.70,0.53,21936.98,3308.03,300
20200304,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4078.50,4115.26,4060.73,4115.05,23.69,0.58,18242.47,2817.85,300
20200305,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4150.21,4215.85,4127.04,4206.73,91.67,2.23,23182.31,3628.39,300
20200306,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4158.20,4181.31,4135.39,4138.51,-68.22,-1.62,17247.57,2531.69,300
20200309,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4063.08,4063.08,3995.13,3997.13,-141.37,-3.42,20810.20,3054.29,300
20200310,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3975.23,4093.00,3954.75,4082.73,85.60,2.14,19741.64,2961.84,300
20200311,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4090.93,4091.27,4028.40,4028.43,-54.30,-1.33,16165.61,2449.91,300
20200312,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3976.11,3987.43,3926.27,3950.91,-77.52,-1.92,15706.05,2331.53,300
20200313,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3771.01,3937.18,3765.15,3895.31,-55.60,-1.41,18829.67,2802.13,300
20200316,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3899.86,3899.86,3720.51,3727.84,-167.47,-4.30,18596.83,2828.36,300
20200317,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3739.78,3786.89,3618.31,3709.68,-18.16,-0.49,16624.61,2508.24,300
20200318,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3729.69,3775.85,3636.26,3636.26,-73.43,-1.98,15503.75,2441.27,300
20200319,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3623.79,3647.99,3503.19,3589.09,-47.16,-1.30,18080.74,2718.27,300
20200320,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3629.51,3663.95,3588.78,3653.22,64.13,1.79,13960.30,2112.23,300
20200323,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3542.68,3585.80,3523.79,3530.31,-122.92,-3.36,13710.88,1976.70,300
20200324,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3598.65,3627.76,3545.45,3625.11,94.81,2.69,14310.30,2085.54,300
20200325,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3711.48,3732.65,3685.99,3722.52,97.40,2.69,15349.60,2315.62,300
20200326,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3692.61,3736.25,3681.27,3698.05,-24.47,-0.66,11231.07,1693.36,300
20200327,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3746.39,3758.78,3709.92,3710.06,12.01,0.32,12406.10,1861.03,300
20200330,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3657.46,3690.64,3637.59,3674.11,-35.95,-0.97,12687.67,1806.41,300
20200331,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3708.14,3716.07,3676.20,3686.16,12.04,0.33,11145.30,1615.96,300
20200401,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3682.30,3731.78,3670.97,3675.08,-11.08,-0.30,11935.26,1704.23,300
20200402,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3656.32,3734.53,3652.32,3734.53,59.45,1.62,11516.82,1688.93,300
20200403,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3721.48,3738.83,3698.98,3713.22,-21.31,-0.57,9982.51,1501.33,300
20200407,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3779.91,3803.63,3772.21,3798.02,84.80,2.28,14277.80,2076.43,300
20200408,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3776.42,3793.00,3767.29,3780.34,-17.68,-0.47,11138.95,1615.77,300
20200409,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3798.49,3801.72,3785.31,3792.81,12.47,0.33,10048.50,1545.95,300
20200410,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3794.84,3824.74,3758.96,3769.18,-23.63,-0.62,10244.50,1622.51,300
20200413,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3751.71,3769.88,3740.19,3753.26,-15.92,-0.42,7905.33,1198.74,300
20200414,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3777.83,3825.76,3764.98,3825.70,72.44,1.93,11063.76,1706.13,300
20200415,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3820.85,3829.80,3793.44,3797.36,-28.34,-0.74,10846.20,1697.00,300
20200416,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3777.80,3807.36,3774.56,3802.38,5.02,0.13,9594.80,1471.64,300
20200417,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3831.92,3863.45,3821.42,3839.49,37.11,0.98,13200.43,2035.95,300
20200420,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3845.46,3853.80,3831.55,3853.46,13.97,0.36,10001.31,1519.24,300
20200421,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3838.23,3838.23,3780.00,3808.05,-45.41,-1.18,10292.19,1550.77,300
20200422,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3789.13,3839.38,3782.21,3839.38,31.34,0.82,8589.95,1355.47,300
20200423,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3851.91,3857.47,3826.56,3829.75,-9.63,-0.25,9550.85,1421.23,300
20200424,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3826.31,3827.21,3787.07,3796.97,-32.78,-0.86,9484.41,1389.61,300
20200427,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3808.02,3842.87,3793.77,3822.77,25.80,0.68,9546.27,1453.01,300
20200428,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3835.35,3859.68,3768.20,3849.15,26.38,0.69,12209.35,1841.80,300
20200429,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3837.51,3880.74,3833.72,3867.03,17.89,0.46,9585.46,1512.82,300
20200430,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3880.41,3921.70,3880.41,3912.58,45.55,1.18,13291.71,2022.68,300
20200506,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3867.26,3937.69,3865.99,3936.25,23.68,0.61,13985.57,2149.36,300
20200507,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3937.59,3941.48,3915.90,3924.89,-11.36,-0.29,10551.46,1672.08,300
20200508,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3943.00,3979.66,3935.98,3963.62,38.73,0.99,11694.33,1903.00,300
20200511,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3974.76,3998.10,3944.50,3960.18,-3.44,-0.09,12267.38,1937.58,300
20200512,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3961.34,3970.11,3930.21,3960.24,0.06,0.00,9825.06,1574.66,300
20200513,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3946.64,3972.53,3932.57,3968.25,8.02,0.20,8819.07,1455.63,300
20200514,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3952.20,3952.20,3924.05,3925.22,-43.04,-1.08,8853.00,1434.99,300
20200515,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3941.13,3945.20,3907.40,3912.82,-12.40,-0.32,9261.84,1533.02,300
20200518,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3914.66,3946.43,3898.40,3922.91,10.10,0.26,11280.18,1885.28,300
20200519,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3963.78,3966.85,3944.07,3956.25,33.34,0.85,9401.53,1598.86,300
20200520,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3955.71,3955.71,3923.92,3935.22,-21.03,-0.53,10079.12,1571.03,300
20200521,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3950.60,3951.74,3907.58,3913.79,-21.43,-0.54,9486.10,1491.54,300
20200522,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3907.58,3907.58,3818.15,3824.06,-89.73,-2.29,10337.84,1572.87,300
20200525,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3828.32,3835.63,3800.18,3829.32,5.26,0.14,7903.33,1270.12,300
20200526,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3850.00,3874.75,3844.48,3872.77,43.45,1.13,7744.81,1254.46,300
20200527,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3873.70,3873.70,3838.42,3845.61,-27.16,-0.70,8371.18,1237.38,300
20200528,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3848.49,3885.42,3818.43,3856.63,11.02,0.29,9306.41,1391.08,300
20200529,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3838.38,3872.30,3830.42,3867.02,10.39,0.27,9381.38,1356.58,300
20200601,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3901.73,3976.32,3901.73,3971.34,104.32,2.70,13645.67,2084.37,300
20200602,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3969.95,3991.78,3958.98,3983.57,12.23,0.31,14430.31,1955.63,300
20200603,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4001.17,4018.68,3982.93,3983.65,0.08,0.00,13659.75,2008.83,300
20200604,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3998.16,3999.81,3968.57,3982.19,-1.46,-0.04,10427.77,1490.58,300
20200605,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3988.22,4001.25,3967.93,4001.25,19.07,0.48,10244.39,1543.11,300
20200608,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4023.61,4050.22,4016.10,4021.95,20.70,0.52,13792.58,1930.48,300
20200609,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4027.56,4052.16,4016.34,4047.03,25.07,0.62,11530.45,1665.34,300
20200610,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4046.23,4046.23,4024.42,4039.71,-7.32,-0.18,11226.57,1667.79,300
20200611,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4031.74,4043.01,3979.75,3995.88,-43.82,-1.08,12730.89,1970.79,300
20200612,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3931.62,4011.06,3927.25,4003.08,7.20,0.18,13416.66,1935.04,300
20200615,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3982.97,4007.14,3954.99,3954.99,-48.09,-1.20,13129.79,2111.25,300
20200616,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,3995.58,4014.57,3987.86,4014.57,59.58,1.51,11105.15,1851.04,300
20200617,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4018.61,4018.61,3992.13,4017.59,3.02,0.08,10560.58,1769.78,300
20200618,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4009.78,4047.56,4000.90,4044.38,26.79,0.67,13814.88,2101.93,300
20200619,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4047.05,4109.36,4043.49,4098.71,54.33,1.34,15294.70,2555.50,300
20200622,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4097.51,4126.94,4088.78,4102.05,3.34,0.08,15582.95,2592.01,300
20200623,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4098.04,4124.73,4080.75,4121.79,19.75,0.48,12922.95,2348.07,300
20200624,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4128.10,4144.68,4123.36,4138.99,17.20,0.42,12171.25,2245.51,300
20200629,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4127.93,4137.37,4092.54,4109.72,-29.27,-0.71,13086.59,2265.22,300
20200630,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4130.00,4174.42,4129.78,4163.96,54.25,1.32,12593.35,2279.36,300
20200701,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4172.64,4247.78,4163.50,4247.78,83.82,2.01,16999.05,3057.12,300
20200702,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4239.41,4340.10,4238.12,4335.84,88.06,2.07,25293.94,3995.72,300
20200703,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4353.19,4419.60,4348.45,4419.60,83.75,1.93,29048.55,4423.35,300
20200706,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4465.81,4678.11,4465.81,4670.09,250.50,5.67,40582.10,5974.38,300
20200707,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4739.61,4796.32,4688.06,4698.13,28.03,0.60,40600.86,6352.55,300
20200708,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4692.86,4803.36,4670.65,4774.00,75.88,1.62,34807.48,5328.50,300
20200709,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4770.08,4854.12,4757.29,4840.77,66.77,1.40,35104.69,5567.19,300
20200710,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4796.09,4821.37,4734.47,4753.13,-87.64,-1.81,31694.97,5104.72,300
20200713,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4742.37,4878.08,4741.87,4852.96,99.83,2.10,32164.54,5411.05,300
20200714,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4836.17,4860.44,4729.93,4806.69,-46.27,-0.95,29724.20,5112.11,300
20200715,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4821.52,4837.48,4723.36,4744.47,-62.22,-1.29,27238.90,4867.48,300
20200716,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4741.53,4772.56,4513.65,4516.25,-228.22,-4.81,28465.71,5112.38,300
20200717,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4524.77,4601.37,4485.82,4544.70,28.45,0.63,20737.56,3729.74,300
20200720,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4597.20,4681.94,4534.23,4680.30,135.60,2.98,24606.89,4167.14,300
20200721,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4697.50,4714.29,4661.44,4691.04,10.74,0.23,20041.57,3560.70,300
20200722,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4682.66,4790.45,4675.35,4714.45,23.40,0.50,22419.92,3864.71,300
20200723,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4668.74,4731.40,4607.66,4712.44,-2.01,-0.04,23431.46,4051.75,300
20200724,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4679.03,4691.70,4479.39,4505.59,-206.85,-4.39,24390.52,4377.27,300
20200727,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4535.01,4558.12,4482.44,4528.45,22.86,0.51,17142.06,3018.93,300
20200728,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4567.67,4590.25,4537.68,4568.26,39.81,0.88,16276.85,2928.36,300
20200729,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4559.16,4680.56,4548.85,4679.01,110.75,2.42,18669.53,3504.33,300
20200730,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4689.76,4704.63,4649.77,4656.15,-22.86,-0.49,16696.76,3240.09,300
20200731,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4652.18,4741.81,4621.96,4695.05,38.90,0.84,18483.90,3511.19,300
20200803,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4735.90,4771.37,4720.03,4771.31,76.26,1.62,21477.62,4019.15,300
20200804,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4778.49,4807.08,4747.77,4775.80,4.49,0.09,23997.50,4264.11,300
20200805,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4761.76,4786.70,4711.27,4777.11,1.31,0.03,19670.05,3474.08,300
20200806,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4779.24,4791.86,4691.16,4762.76,-14.34,-0.30,22785.44,4043.23,300
20200807,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4742.29,4749.02,4637.84,4707.93,-54.84,-1.15,21351.82,3970.41,300
20200810,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4681.76,4757.66,4646.29,4724.87,16.94,0.36,20378.88,3712.98,300
20200811,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4730.37,4791.53,4674.86,4681.78,-43.09,-0.91,20554.65,3508.29,300
20200812,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4668.89,4681.62,4566.27,4647.64,-34.14,-0.73,20288.72,3472.99,300
20200813,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4666.49,4671.77,4626.10,4635.71,-11.93,-0.26,15255.01,2509.46,300
20200814,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4627.61,4708.07,4617.63,4704.63,68.92,1.49,14729.29,2543.44,300
20200817,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4727.12,4838.09,4721.36,4815.23,110.60,2.35,26800.16,4164.69,300
20200818,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4816.57,4825.39,4788.83,4812.76,-2.47,-0.05,18913.99,3143.96,300
20200819,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4804.67,4809.05,4738.01,4740.68,-72.08,-1.50,19244.29,3194.03,300
20200820,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4708.13,4721.44,4662.80,4679.15,-61.52,-1.30,15836.86,2604.87,300
20200821,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4717.79,4739.48,4684.81,4718.84,39.69,0.85,14265.79,2517.75,300
20200824,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4746.40,4769.47,4716.61,4755.85,37.01,0.78,15114.35,2724.29,300
20200825,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4769.21,4802.41,4746.31,4761.95,6.10,0.13,14170.14,2623.09,300
20200826,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4761.72,4786.42,4689.88,4706.13,-55.82,-1.17,15130.52,2774.56,300
20200827,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4718.06,4731.94,4679.36,4731.35,25.21,0.54,11904.29,2236.32,300
20200828,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4727.29,4850.49,4719.35,4844.27,112.92,2.39,15939.98,3050.48,300
20200831,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4870.93,4901.21,4816.21,4816.22,-28.05,-0.58,20256.70,3570.05,300
20200901,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4803.39,4842.14,4791.78,4842.12,25.91,0.54,13839.54,2620.18,300
20200902,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4859.08,4863.55,4797.52,4843.89,1.76,0.04,15798.95,2807.79,300
20200903,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4841.50,4877.01,4800.06,4817.10,-26.79,-0.55,14567.12,2794.12,300
20200904,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4737.24,4778.20,4726.56,4770.22,-46.88,-0.97,12003.28,2384.63,300
20200907,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4759.52,4789.30,4655.56,4669.37,-100.85,-2.11,14860.78,2823.16,300
20200908,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4683.83,4707.90,4639.05,4694.39,25.02,0.54,13919.92,2491.98,300
